1379	body_diff
BODY diff	joeybeninghove/2008/02/09/activesupport-net-namespace-overhaul/index.html
BODY diff	joeybeninghove/2008/03/05/change-i-can-achieve-in/index.html
BODY diff	joeybeninghove/2008/06/27/how-did-i-get-started-in-software-development/index.html
BODY diff	joeybeninghove/2008/09/26/looking-for-some-awesome-net-developers-work-from-home/index.html
BODY diff	joeybeninghove/2009/09/02/smart-constructor-anti-pattern/index.html
BODY diff	joeybeninghove/2009/10/09/guest-post-suggestions-for-effective-team-communication-in-a-virtual-environment/index.html
BODY diff	joeybeninghove/2010/03/09/git-branch-per-feature-composable-deployments-releases/index.html
BODY diff	joeybeninghove/2010/05/25/the-ruby-rails-life-my-rails-3-stack-part-1/index.html
BODY diff	joeybeninghove/2010/05/28/the-ruby-rails-life-my-rails-3-stack-part-2/index.html
BODY diff	joeybeninghove/2010/06/10/quick-fix-and-a-question-mongoid-edge/index.html
BODY diff	joeybeninghove/2010/06/26/getting-plugged-into-ruby/index.html
BODY diff	joeybeninghove/2010/07/19/rvm-bash-scripting-and-rails-3-edge/index.html
BODY diff	joeybeninghove/2010/09/17/vlad-rvm-and-bundler-sittin-in-a-tree/index.html
BODY diff	joeybeninghove/2010/10/01/it-s-not-goodbye/index.html
BODY diff	johnteague/2008/05/28/using-database-repository-pattern-with-activerecord-with-activerecordmediator/index.html
BODY diff	johnteague/2008/06/02/does-loading-violate-domain-driven-design-principles/index.html
BODY diff	johnteague/2008/06/06/creating-a-culture-of-quality/index.html
BODY diff	johnteague/2008/08/29/converting-columns-to-rows-with-nhibernate-usertype/index.html
BODY diff	johnteague/2008/10/15/unobtrusive-javascript-part-1/index.html
BODY diff	johnteague/2008/11/03/unobtrusive-javascript-part-2-separating-content-style-and-behavior/index.html
BODY diff	johnteague/2008/11/25/ptom-bend-3rd-party-libraries-to-your-will-with-the-adapter-pattern/index.html
BODY diff	johnteague/2009/01/21/google-s-testers-take-on-dependency-injection/index.html
BODY diff	johnteague/2009/02/18/austin-code-camp-09-call-for-speakeres/index.html
BODY diff	johnteague/2009/04/01/cooking-with-pablo-chicken-cacciatore/index.html
BODY diff	johnteague/2009/04/06/resharper-templates-don-t-forget-the-macros/index.html
BODY diff	johnteague/2009/06/12/programming-basics-the-for-loop-can-do-more-than-increment-an-integer/index.html
BODY diff	johnteague/2009/08/20/wiring-up-generics-in-castle-windsor/index.html
BODY diff	johnteague/2009/11/16/pablo-s-fiesta-open-space-conference-in-austin-tx/index.html
BODY diff	johnteague/2009/12/16/the-open-space-conference-experience/index.html
BODY diff	johnteague/2010/02/22/austin-code-camp-2010-call-for-speakers/index.html
BODY diff	johnteague/2010/11/23/using-a-command-execution-style-architecture-with-a-domain-model/index.html
BODY diff	johnteague/2011/03/03/less-is-more/index.html
BODY diff	johnteague/2011/06/12/convention-based-filters/index.html
BODY diff	johnteague/2011/08/09/austin-code-camp-sessions/index.html
BODY diff	johnteague/2012/02/05/a-year-in-review-with-cqrs/index.html
BODY diff	johnteague/2012/11/30/node-js-must-know-concepts-asynchrounous/index.html
BODY diff	johnteague/2012/12/14/combining-modules-in-require-js/index.html
BODY diff	johnteague/2013/02/21/polymorphism-part-1/index.html
BODY diff	johnteague/2014/04/04/using-git-subtrees-to-split-a-repository/index.html
BODY diff	johnteague/2014/05/21/autofixturejs/index.html
BODY diff	josharnold/2011/02/01/fubumvc-primer-configuration-vs-runtime/index.html
BODY diff	josharnold/2011/07/13/patterns-of-compositional-architecture-dsls-conventions/index.html
BODY diff	josharnold/2011/07/26/handlers-a-useful-fubumvc-convention/index.html
BODY diff	josharnold/2011/08/03/upcoming-fubumvc-webinar-series/index.html
BODY diff	josharnold/2011/09/05/modularity-via-bottles/index.html
BODY diff	josharnold/2011/10/16/fubumvc-action-discovery/index.html
BODY diff	josharnold/2012/01/07/our-ajax-conventionsrequest-correlation/index.html
BODY diff	josharnold/2012/10/19/model-binding-isnt-just-for-the-web/index.html
BODY diff	josharnold/2012/10/26/fighting-the-burn-out/index.html
BODY diff	josharnold/2012/11/16/automated-testing-with-fubumvc-storyteller-and-serenity/index.html
BODY diff	josharnold/2012/11/23/a-lesson-in-automated-testing-via-slickgrid/index.html
BODY diff	josharnold/2012/11/28/guidelines-for-automated-testing-defining-test-inputs/index.html
BODY diff	josharnold/2012/12/22/investing-in-your-testsa-lesson-in-object-composition/index.html
BODY diff	josharnold/2013/05/20/ripple-fubu-inspired-dependency-management/index.html
BODY diff	josharnold/2015/07/29/back-in-the-saddle/index.html
BODY diff	joshuaflanagan/2008/09/10/monkey-patching-rake-for-use-with-teamcity/index.html
BODY diff	joshuaflanagan/2008/09/18/running-jquery-qunit-tests-under-continuous-integration/index.html
BODY diff	joshuaflanagan/2008/09/25/the-rhino-mocks-assertwascalled-method-does-work/index.html
BODY diff	joshuaflanagan/2009/02/04/auto-mocking-explained/index.html
BODY diff	joshuaflanagan/2009/06/10/let-your-inversion-of-control-tool-work-for-you/index.html
BODY diff	joshuaflanagan/2009/06/11/integrating-a-custom-test-runner-with-teamcity/index.html
BODY diff	joshuaflanagan/2009/06/29/real-world-refactoring/index.html
BODY diff	joshuaflanagan/2009/07/13/how-we-handle-application-configuration/index.html
BODY diff	joshuaflanagan/2009/08/28/big-visible-teamcity/index.html
BODY diff	joshuaflanagan/2010/01/18/fubumvc-define-your-actions-your-way/index.html
BODY diff	joshuaflanagan/2010/01/29/how-to-resolve-a-binary-file-conflict-with-git/index.html
BODY diff	joshuaflanagan/2010/02/08/adding-variable-output-behavior-to-your-fubumvc-actions/index.html
BODY diff	joshuaflanagan/2010/03/19/teaching-automapper-about-our-conventions/index.html
BODY diff	joshuaflanagan/2010/04/08/adding-git-commit-information-to-your-assemblies/index.html
BODY diff	joshuaflanagan/2010/06/14/using-rake-under-ironruby/index.html
BODY diff	joshuaflanagan/2010/07/05/linux-re-revisited/index.html
BODY diff	joshuaflanagan/2010/09/03/use-gitk-to-understand-git-merge-and-rebase/index.html
BODY diff	joshuaflanagan/2010/09/03/use-gitk-to-understand-git/index.html
BODY diff	joshuaflanagan/2010/10/26/extending-github-issues/index.html
BODY diff	joshuaflanagan/2011/01/24/how-we-systemically-apply-filters-to-our-data-access/index.html
BODY diff	joshuaflanagan/2011/01/25/a-quick-follow-up-about-data-restrictions/index.html
BODY diff	joshuaflanagan/2011/02/04/helpful-datetime-extension-methods-for-dealing-with-time-zones/index.html
BODY diff	joshuaflanagan/2011/02/06/applying-data-restrictions-to-route-authorization/index.html
BODY diff	joshuaflanagan/2011/05/22/announcing-htmltags-1-0/index.html
BODY diff	joshuaflanagan/2011/05/27/an-opportunity-for-a-viable-net-open-source-ecosystem/index.html
BODY diff	joshuaflanagan/2011/06/23/tips-for-building-nuget-packages/index.html
BODY diff	joshuaflanagan/2011/06/24/how-to-use-a-tool-installed-by-nuget-in-your-build-scripts/index.html
BODY diff	joshuaflanagan/2011/10/20/coordinating-multiple-ajax-requests-with-jquery-when/index.html
BODY diff	joshuaflanagan/2012/01/31/great-time-to-be-a-developer/index.html
BODY diff	joshuaflanagan/2012/03/27/a-smarter-rails-url_for-helper/index.html
BODY diff	joshuaflanagan/2015/11/02/infinity-ergodox/index.html
BODY diff	joshuaflanagan/2015/11/09/build-your-own-single-function-keyboard/index.html
BODY diff	joshualockwood/2007/04/03/term-of-the-day-principle-of-least-surprise-epilogue/index.html
BODY diff	joshualockwood/2007/04/03/term-of-the-day-principle-of-least-surprise/index.html
BODY diff	joshualockwood/2007/04/06/post-test/index.html
BODY diff	joshualockwood/2007/04/06/reflectionesque-behavior-in-javascript/index.html
BODY diff	joshualockwood/2007/04/10/how-to-enlist-ado-commands-into-an-nhibernate-transaction/index.html
BODY diff	joshualockwood/2007/08/29/vb-net-oddity-of-the-day-assignment-comparison-operator/index.html
BODY diff	keithdahlby/2009/07/23/improve-your-code-golf-game-with-linq/index.html
BODY diff	keithdahlby/2009/07/23/using-idisposables-with-linq/index.html
BODY diff	keithdahlby/2009/08/06/introducing-lazylinq-overview/index.html
BODY diff	keithdahlby/2009/08/18/introducing-lazylinq-internals/index.html
BODY diff	keithdahlby/2009/08/21/introducing-lazylinq-queryability/index.html
BODY diff	keithdahlby/2009/09/13/functional-construction-for-asp-net-web-forms/index.html
BODY diff	keithdahlby/2009/09/13/simplifying-lazylinq/index.html
BODY diff	keithdahlby/2009/09/15/hacking-linq-expressions-select-with-index/index.html
BODY diff	keithdahlby/2009/09/19/hacking-linq-expressions-join-with-comparer/index.html
BODY diff	keithdahlby/2009/09/30/refactoring-with-iterators-prime-factors/index.html
BODY diff	keithdahlby/2009/10/17/is-functional-abstraction-too-clever/index.html
BODY diff	keithdahlby/2010/01/12/http-error-codes-in-watin-1-3/index.html
BODY diff	keithdahlby/2010/01/23/quick-tip-parse-string-to-nullable-value/index.html
BODY diff	keithdahlby/2010/01/23/selecting-static-results-with-dynamic-linq/index.html
BODY diff	keithdahlby/2010/01/25/extension-methods-on-types-you-own/index.html
BODY diff	keithdahlby/2010/01/27/spweb-associatedgroups-contains-lies/index.html
BODY diff	keithdahlby/2010/03/27/posh-git-release-v0-1/index.html
BODY diff	keithdahlby/2010/04/03/lazy-powershell-coalesce-args/index.html
BODY diff	keithdahlby/2010/05/18/review-pragmatic-unit-testing-in-c-with-nunit-2nd-edition/index.html
BODY diff	keithdahlby/2010/05/20/unit-testing-serializable/index.html
BODY diff	keithdahlby/2010/07/09/quot-refactoring-quot-notes/index.html
BODY diff	keithdahlby/2010/08/28/posh-git-release-v0-2/index.html
BODY diff	keithdahlby/2010/09/26/msysgit-error-setting-certificate-verify-locations/index.html
BODY diff	keithdahlby/2010/10/05/git-achievements-in-powershell/index.html
BODY diff	keithdahlby/2010/11/29/git-svn-aliases-git-up-and-git-dci/index.html
BODY diff	keithdahlby/2010/12/06/code-review-with-git-patches-and-outlook-via-powershell/index.html
BODY diff	keithdahlby/2010/12/06/renderaction-with-asp-net-mvc-3-sessionless-controllers/index.html
BODY diff	keithdahlby/2011/02/07/fsharp-plus-razor-view-engine-equals-fsrazor/index.html
BODY diff	keithdahlby/2011/04/06/posh-git-release-v0-3/index.html
BODY diff	keithdahlby/2011/04/06/windows-git-tip-hide-carriage-return-in-diff/index.html
BODY diff	keithdahlby/2011/08/13/allowing-a-windows-service-to-interact-with-desktop-without-localsystem/index.html
BODY diff	keithdahlby/2011/10/14/git-beyond-the-d-in-dvcs/index.html
BODY diff	keithdahlby/2012/05/07/posh-git-v0-4/index.html
BODY diff	keithdahlby/2012/10/04/asp-net-web-api-list-parameter-binding/index.html
BODY diff	keithdahlby/2013/04/01/announcing-posh-tf/index.html
BODY diff	keithdahlby/2013/07/02/review-instant-mercurial-distributed-scm-essentials-how-to/index.html
BODY diff	matthinze/2012/01/05/solutionscripts-little-scripts-for-the-nuget-console/index.html
BODY diff	mokhan/2008/07/12/tag-mo-s-it/index.html
BODY diff	mokhan/2008/07/14/trust-amp-transparency/index.html
BODY diff	mokhan/2008/08/01/recursive-command/index.html
BODY diff	mokhan/2008/08/05/disconnected-channels-of-communication/index.html
BODY diff	mokhan/2008/08/09/disciplined-agility/index.html
BODY diff	mokhan/2008/08/15/droppin-pennies-on-context-specs/index.html
BODY diff	mokhan/2008/10/28/collecting-errors/index.html
BODY diff	mokhan/2008/11/04/mocking-queryables/index.html
BODY diff	mokhan/2008/11/04/opening-doors/index.html
BODY diff	mokhan/2008/11/09/lazy-loaded-interceptors/index.html
BODY diff	mokhan/2008/11/10/who-do-you-wanna-jott-twitter/index.html
BODY diff	mokhan/2008/12/03/look-ma-real-proxies/index.html
BODY diff	mokhan/2009/02/12/object-thinking/index.html
BODY diff	mokhan/2009/03/02/introducing-nlp/index.html
BODY diff	mokhan/2009/03/11/data-driven-services-with-silverlight-2/index.html
BODY diff	mokhan/2009/03/12/bdd-on-creatine/index.html
BODY diff	mokhan/2009/03/13/deploying-net-applications-learning-msbuild-and-clickonce/index.html
BODY diff	nelsonmontalvo/2007/03/21/simple-nhibernate-example-utilizing-various-xdd-techniques-part-1/index.html
BODY diff	nelsonmontalvo/2007/03/30/setting-up-apache-with-ssl-on-windows-for-subversion/index.html
BODY diff	nelsonmontalvo/2007/03/30/simple-nhibernate-example-part-3-initial-repository-implementation/index.html
BODY diff	nelsonmontalvo/2007/03/30/simple-nhibernate-example-part-4-session-management/index.html
BODY diff	nelsonmontalvo/2007/04/05/stories-in-targetprocess/index.html
BODY diff	nelsonmontalvo/2007/10/11/interesting-silverlight-demo-site/index.html
BODY diff	nelsonmontalvo/2007/10/28/resharper-keymappings/index.html
BODY diff	nelsonmontalvo/2008/04/13/nhibernate-query-example-using-createcriteria/index.html
BODY diff	patricklioi/2013/07/30/no-seriously-dont-repeat-yourself/index.html
BODY diff	patricklioi/2013/08/07/the-leakiest-abstraction/index.html
BODY diff	patricklioi/2013/08/08/tiny-nudges-in-the-general-direction-of-success/index.html
BODY diff	patricklioi/2013/09/14/shufflin-aint-sortin/index.html
BODY diff	patricklioi/2013/09/18/test-execution-order/index.html
BODY diff	patricklioi/2013/09/27/a-swiss-army-katana/index.html
BODY diff	patricklioi/2013/09/27/whats-in-a-name/index.html
BODY diff	patricklioi/2013/10/05/autofixie/index.html
BODY diff	patricklioi/2013/10/09/generating-test-cases-at-runtime/index.html
BODY diff	patricklioi/2013/10/15/fail-loudly/index.html
BODY diff	patricklioi/2013/10/21/listen-up/index.html
BODY diff	patricklioi/2013/10/22/time-black-holes-and-console-capture/index.html
BODY diff	patricklioi/2013/12/12/the-feature-i-almost-skippe/index.html
BODY diff	patricklioi/2013/12/13/nailing-down-generics/index.html
BODY diff	patricklioi/2014/01/31/fixie-xml-reports/index.html
BODY diff	patricklioi/2014/02/13/listening-to-leaves/index.html
BODY diff	patricklioi/2014/03/04/test-failure-noise/index.html
BODY diff	patricklioi/2016/01/27/powerful-integration-testing/index.html
BODY diff	rayhouston/2008/02/23/a-project-walk-through-defining-user-stories/index.html
BODY diff	rayhouston/2008/03/28/a-simple-closure-to-handle-try-catch-around-transactions/index.html
BODY diff	rayhouston/2008/05/03/connecting-activerecord-to-sql-server/index.html
BODY diff	rayhouston/2008/09/13/from-flex-to-silverlight/index.html
BODY diff	rayhouston/2008/09/14/creating-a-silverlight-layout-panel/index.html
BODY diff	rayhouston/2008/10/25/senior-developer-opportunity-in-austin/index.html
BODY diff	rayhouston/2008/11/05/pablo-s-topic-of-the-month-november-design-patterns/index.html
BODY diff	rodpaddock/2010/03/27/building-a-rails-server/index.html
BODY diff	rodpaddock/2010/06/29/using-fluent-nhibernate-with-legacy-databases/index.html
BODY diff	rodpaddock/2010/08/10/this-week-in-fail/index.html
BODY diff	rodpaddock/2010/11/05/javascript-can-t-do-math-silverlightcalculator-a-new-silverlight-oss-project/index.html
BODY diff	rodpaddock/2010/12/29/commented-code-technical-debt/index.html
BODY diff	rodpaddock/2011/02/11/adiad/index.html
BODY diff	rodpaddock/2011/04/11/hacking-websites-with-ruby-and-nokogiri/index.html
BODY diff	ryanrauh/2011/10/07/joining-los-techies/index.html
BODY diff	ryanrauh/2011/10/10/ah-ha-moments-handcrafted-css-chapter-1/index.html
BODY diff	ryanrauh/2011/10/17/ah-ha-moments-handcrafted-css/index.html
BODY diff	ryanrauh/2011/10/24/til-everything-in-lisp-is-a-function/index.html
BODY diff	ryanrauh/2011/11/02/really-silly-things-to-do-with-c-expression-trees/index.html
BODY diff	ryanrauh/2012/01/13/huboard-github-issues-made-awesome/index.html
BODY diff	ryanrauh/2012/03/19/the-nix-rube-goldberg-machine/index.html
BODY diff	ryanrauh/2012/03/20/the-nix-rube-goldberg-machine-2/index.html
BODY diff	ryanrauh/2012/03/22/the-nix-rube-goldberg-machine-findgrepvim/index.html
BODY diff	ryanrauh/2012/04/03/the-nix-rube-goldberg-machine-for-f-in-awesome/index.html
BODY diff	ryanrauh/2012/04/16/the-nix-rube-goldberg-machine-bat-cmd-done-better/index.html
BODY diff	ryanrauh/2012/04/23/the-nix-rube-goldberg-machine-functions/index.html
BODY diff	ryanrauh/2012/04/28/huboard-new-feature-overview/index.html
BODY diff	ryanrauh/2012/08/17/the-nix-rube-goldberg-machine-shift/index.html
BODY diff	ryanrauh/2012/08/23/huboard-goes-realtime/index.html
BODY diff	ryanrauh/2013/02/14/huboard-redesign-gif-edition/index.html
BODY diff	ryanrauh/2013/03/18/huboard-socket-io-backend/index.html
BODY diff	ryanrauh/2013/08/15/climbing-the-green-mountain/index.html
BODY diff	ryanrauh/2013/10/10/so-you-want-to-hire-a-freelance-designer/index.html
BODY diff	ryanrauh/2015/01/28/how-to-easily-apt-get-update-offline/index.html
BODY diff	ryanrauh/2015/04/16/dotnetfringe-2015-recap-from-a-former-net-developer/index.html
BODY diff	ryansvihla/2009/05/22/context-spec-style-testing-and-my-approach-to-bdd/index.html
BODY diff	ryansvihla/2009/06/22/python-web-framework-series/index.html
BODY diff	ryansvihla/2009/06/23/python-web-framework-series-pylons-part-1-getting-started/index.html
BODY diff	ryansvihla/2009/06/25/python-web-framework-series-pylons-part-3-views-with-mako/index.html
BODY diff	ryansvihla/2009/07/04/python-web-series-pylons-part-7-refactoring-deployment-and-wrap-up/index.html
BODY diff	ryansvihla/2009/07/07/van-castle-monorail-active-record-and-brail-talk-at-wednesday-8pm-cst-5-gmt-by-yours-truly/index.html
BODY diff	ryansvihla/2009/07/12/lessons-from-my-first-attempt-at-bringing-agile-into-a-non-agile-shop/index.html
BODY diff	ryansvihla/2009/08/31/dynamic-loading-of-net-assemblies/index.html
BODY diff	ryansvihla/2009/09/02/playing-with-haskell/index.html
BODY diff	ryansvihla/2009/11/16/i-recant-my-ioc-ioc-containers-in-dynamic-languages-are-silly/index.html
BODY diff	ryansvihla/2009/11/19/take-2-why-we-use-solid-in-static-languages-and-how-we-get-the-same-functionality-for-cheap-in-dynamic-languages/index.html
BODY diff	ryansvihla/2009/11/20/take-3-python-isp-ioc-and-ocp-need-a-fundamental-rethink/index.html
BODY diff	ryansvihla/2010/04/13/come-see-my-boo-talk-at-alamo-coders-on-the-14th/index.html
BODY diff	ryansvihla/2010/04/14/hudson-ci-server-setting-up-remote-slaves-and-restrictive-security-together/index.html
BODY diff	ryansvihla/2010/05/23/projects-in-java-with-maven-2/index.html
BODY diff	ryansvihla/2010/07/02/mysql-5-performance-tuning-toolkit/index.html
BODY diff	ryansvihla/2010/07/12/project-management-in-java-a-confused-net-developer-s-perspective/index.html
BODY diff	ryansvihla/2010/09/19/java-ioc-containers-and-classpath-scanning-or-what-i-ve-been-looking-for-from-net-for-months/index.html
BODY diff	ryansvihla/2011/09/25/rail-3-1-ci-setup-with-jenkins-test-unit-simplecov-on-os-x-lion/index.html
BODY diff	ryansvihla/2013/02/04/ruths-story/index.html
BODY diff	ryansvihla/2013/04/07/an-evernote-backed-journal-using-vimemacs/index.html
BODY diff	ryansvihla/2014/01/31/how-to-become-in-polyglot-in-5-hard-steps/index.html
BODY diff	ryansvihla/2014/04/17/100/index.html
BODY diff	ryansvihla/2014/07/15/cassandra-rails-cequel-batch-support/index.html
BODY diff	ryansvihla/2014/08/28/cassandra-batch-loading-without-the-batch-keyword/index.html
BODY diff	ryansvihla/2014/08/29/132/index.html
BODY diff	ryansvihla/2014/09/22/cassandra-query-patterns-not-using-the-in-query-for-multiple-partitions/index.html
BODY diff	ryansvihla/2014/10/20/domain-modeling-around-deletes-or-using-cassandra-as-a-queue-even-when-you-know-better/index.html
BODY diff	ryansvihla/2014/11/25/my-cassandra-diagnostics-checklist-brain-dump/index.html
BODY diff	ryansvihla/2015/09/17/data-density-destroyer-of-scalability/index.html
BODY diff	ryansvihla/2015/09/17/datastax-a-love-letter/index.html
BODY diff	ryansvihla/2015/09/17/event-sourcing-and-system-of-record-sane-distributed-development-in-the-modern-era-2/index.html
BODY diff	ryansvihla/2015/09/17/lambda-cassandra-and-spark-for-scalable-architecture/index.html
BODY diff	ryansvihla/2015/09/17/retry-not-rollback-idempotent-data-models-in-cassandra/index.html
BODY diff	ryansvihla/2016/03/15/synthetic-sharding-with-cassandra-or-how-to-deal-with-large-partitions/index.html
BODY diff	ryansvihla/2016/04/05/spark-job-that-writes-to-cassandra-just-hangs-when-one-node-goes-down/index.html
BODY diff	ryansvihla/2016/04/06/dont-use-textfield-for-your-unique-key-in-solr/index.html
BODY diff	ryansvihla/2016/04/07/logging-the-generated-cql-from-the-spark-cassandra-connector/index.html
BODY diff	ryansvihla/2016/04/09/reflection-scala-2-10-and-spark-weird-errors-when-saving-to-cassandra/index.html
BODY diff	ryansvihla/2016/04/10/connection-to-oracle-from-spark/index.html
BODY diff	ryansvihla/2016/04/21/cassandra-local_quorum-should-stay-local/index.html
BODY diff	ryansvihla/2016/04/29/cassandra-batch-loading-without-the-batch-e2-80-8a-e2-80-8athe-nuanced-edition/index.html
BODY diff	ryansvihla/2018/05/07/lessons-from-a-year-of-go/index.html
BODY diff	ryansvihla/2018/12/13/surprise-go-is-ok/index.html
BODY diff	ryansvihla/2018/12/20/mvp-how-minimal/index.html
BODY diff	ryansvihla/2020/02/03/getting-started-cassandra-part-1/index.html
BODY diff	ryansvihla/2020/02/04/getting-started-cassandra-part-2/index.html
BODY diff	ryansvihla/2020/02/05/getting-started-cassandra-part-3/index.html
BODY diff	ryansvihla/2020/05/27/picking-a-microframework/index.html
BODY diff	ryansvihla/2026/09/18/using-opus-5-without-going-insane/index.html
BODY diff	scottdensmore/2009/01/20/hangin-with-the-cool-kids/index.html
BODY diff	scottdensmore/2009/02/15/my-first-journey-into-bdd/index.html
BODY diff	scottdensmore/2009/06/03/don-t-cross-the-streams/index.html
BODY diff	scottdensmore/2009/06/20/this-code-for-rent/index.html
BODY diff	scottdensmore/2009/08/14/singletons-are-evil-part-2/index.html
BODY diff	scottdensmore/2009/10/20/monotouch-comparison-with-apple-tools/index.html
BODY diff	scottdensmore/2010/06/07/there-can-be-only-one-roleentrypoint/index.html
BODY diff	scottreynolds/2009/06/14/a-couple-of-quick-ubuntu-tips/index.html
BODY diff	scottreynolds/2009/06/24/how-i-set-up-my-mac/index.html
BODY diff	scottreynolds/2009/09/30/smart-and-gets-things-done-right/index.html
BODY diff	scottreynolds/2009/10/05/attribution-and-analogy/index.html
BODY diff	scottreynolds/2009/10/05/how-we-do-things-evolving-our-planning-practice/index.html
BODY diff	scottreynolds/2009/10/06/how-we-do-things-planning-part-2/index.html
BODY diff	scottreynolds/2009/10/07/how-we-do-things-tdd-bdd/index.html
BODY diff	scottreynolds/2009/10/12/how-we-do-things-testing-part-2/index.html
BODY diff	scottreynolds/2009/11/12/how-we-do-things-evolving-our-specification-practice/index.html
BODY diff	seanbiefeld/2009/03/03/developing-at-the-speed-of-microsoft/index.html
BODY diff	seanbiefeld/2009/03/23/my-visual-studio-twilight-theme/index.html
BODY diff	seanbiefeld/2009/03/27/updated-monochrome-firefox-theme/index.html
BODY diff	seanbiefeld/2009/08/26/step-by-step-to-using-machine-specifications-with-resharper/index.html
BODY diff	seanbiefeld/2011/10/21/simple-xml-to-json-with-php/index.html
BODY diff	seanbiefeld/2014/12/28/using-the-strategy-pattern-to-reduce-complexity-in-your-javascript/index.html
BODY diff	seanchambers/2007/09/24/nant-build-prompter/index.html
BODY diff	seanchambers/2007/09/29/organizing-namespaces-with-ddd/index.html
BODY diff	seanchambers/2007/10/07/designbycontract-with-fluent-interfaces/index.html
BODY diff	seanchambers/2007/10/09/staying-on-top-of-code-coverage/index.html
BODY diff	seanchambers/2007/10/11/the-world-welcomes-aidan/index.html
BODY diff	seanchambers/2007/10/14/avoiding-development-disasters-wtf/index.html
BODY diff	seanchambers/2007/10/15/yet-another-microsoft-mvc-monorail-blog-post/index.html
BODY diff	seanchambers/2007/11/05/versioning-with-cruise-control-nant-and-subversion/index.html
BODY diff	seanchambers/2007/11/06/testing-security-link-demands-with-r/index.html
BODY diff	seanchambers/2007/11/29/entities-vs-value-objects/index.html
BODY diff	seanchambers/2007/12/04/setting-up-a-ruby-on-rails-production-server-with-minimal-insanity/index.html
BODY diff	seanchambers/2007/12/05/configuring-macbook-pro-for-multi-platform-development/index.html
BODY diff	seanchambers/2007/12/16/choosing-a-javascript-framework/index.html
BODY diff	seanchambers/2007/12/21/what-i-do/index.html
BODY diff	seanchambers/2008/01/06/evaluating-teamcity-as-a-cc-net-replacement/index.html
BODY diff	seanchambers/2008/02/26/what-happened-to-you-ve-been-haacked/index.html
BODY diff	seanchambers/2008/02/27/replacement-for-ssis/index.html
BODY diff	seanchambers/2008/03/13/separating-subversion-repositories-using-svndumpfilter/index.html
BODY diff	seanchambers/2008/03/15/orlando-code-camp-presentation/index.html
BODY diff	seanchambers/2008/03/16/the-amazing-storm-worm/index.html
BODY diff	seanchambers/2008/04/01/i-must-admit/index.html
BODY diff	seanchambers/2008/04/07/mapping-an-collection-of-enums-with-nhibernate/index.html
BODY diff	seanchambers/2008/06/05/getting-started-with-migrator-net-and-database-refactorings/index.html
BODY diff	seanchambers/2008/06/05/resharper-4-0-release-candidate-available/index.html
BODY diff	seanchambers/2008/06/06/getting-up-to-speed-with-the-castle-monorail-trunk/index.html
BODY diff	seanchambers/2008/06/22/a-call-for-alt-net-speakers/index.html
BODY diff	seanchambers/2008/06/23/monorail-best-practices-series/index.html
BODY diff	seanchambers/2008/06/25/designing-controllers/index.html
BODY diff	seanchambers/2008/12/07/starting-with-bdd-vs-starting-with-tdd/index.html
BODY diff	seanchambers/2009/04/20/refactoring-to-tests/index.html
BODY diff	seanchambers/2009/08/02/refactoring-day-2-move-method/index.html
BODY diff	seanchambers/2009/08/05/refactoring-day-5-pull-up-field/index.html
BODY diff	sharoncichelli/2010/06/20/resharper-shortcut-for-context-sensitive-unit-test-running/index.html
BODY diff	sharoncichelli/2010/08/30/three-simple-steps-to-improve-your-writing/index.html
BODY diff	sharoncichelli/2010/12/03/dipping-into-c/index.html
BODY diff	sharoncichelli/2011/03/10/microcontroller-projects-and-source-code/index.html
BODY diff	sharoncichelli/2011/06/20/using-syntax-to-model-the-domain/index.html
BODY diff	sharoncichelli/2011/08/22/an-object-lesson-in-binary-compatibility/index.html
BODY diff	sharoncichelli/2012/02/21/improve-your-linq-with-any/index.html
BODY diff	sharoncichelli/2012/03/07/why-go-to-a-prolog-talk/index.html
BODY diff	sharoncichelli/2012/06/07/how-to-serve-a-static-file-from-toto/index.html
BODY diff	sharoncichelli/2012/11/19/accessible-markup-provide-a-pronunciation-tip-to-screenreaders/index.html
BODY diff	sharoncichelli/2012/11/27/a-good-nights-rest/index.html
BODY diff	sharoncichelli/2013/03/12/presenters-use-code-snippets-for-live-coding/index.html
BODY diff	sharoncichelli/2013/06/12/getting-a-fix-on-fixie/index.html
BODY diff	sharoncichelli/2013/08/13/pin-13-considered-harmful/index.html
BODY diff	sharoncichelli/2014/01/13/maybe-that-shouldnt-be-settable/index.html
BODY diff	sharoncichelli/2014/07/14/your-nerd-is-showing/index.html
BODY diff	sharoncichelli/2014/08/15/reviewing-git-feature-branches-when-you-dont-have-pull-requests/index.html
BODY diff	sharoncichelli/2014/12/30/can-i-delete-this-branch/index.html
BODY diff	sharoncichelli/2015/02/18/the-dangerous-sourcetree-setting/index.html
BODY diff	sharoncichelli/2015/12/30/set-goals-you-can-do/index.html
BODY diff	stevedonie/2008/11/21/newest-los-techie/index.html
BODY diff	stevedonie/2009/03/20/houston-alt-net-conference/index.html
BODY diff	stevedonie/2009/03/26/updated-release-burndown-spreadsheet-template/index.html
BODY diff	stevedonie/2009/04/27/why-a-culture-of-quality-matters/index.html

-- first 5 body diffs --

=== andrewsiemer/2015/12/09/easy-way-to-gain-high-level-understanding/index.html ===
--- golden (first divergence) ---
